2012-04-30_topics,2012-04-30_corr
T127,0.589240999387772
T27,0.586729742424982
T11,0.580067977570335
T81,0.543262535637675
T52,0.515658050240601
T138,0.509546510737576
T77,0.508138870779632
T74,0.496433794329831
T100,0.494739246033812
T179,0.485276527127592
T58,0.464024834868817
T88,0.46381852092575
T131,0.462726845917035
T119,0.4602101415371
T118,0.449453610382206
T20,0.438650670456968
T136,0.434654131956652
T198,0.431595550300863
T133,0.431381858199545
T184,0.430641682953961
