2010-01-30_topics,2010-01-30_corr
T27,0.58702151836124
T127,0.561950894718147
T11,0.55711980226649
T179,0.537029566157394
T81,0.520746814949211
T77,0.511508205881495
T119,0.505620442278211
T74,0.494890823550618
T52,0.478102095755651
T133,0.474033146690959
T88,0.469942378596545
T131,0.467988534216485
T138,0.462737532287581
T198,0.462396650383872
T58,0.461516600266199
T100,0.455781762715862
T118,0.449506356250417
T20,0.446526088132013
T173,0.433339130703552
T129,0.427045305382973
