2011-10-30_topics,2011-10-30_corr
T127,0.592785642129145
T27,0.591584797652679
T11,0.580961538917138
T81,0.542120848836898
T52,0.510191685045904
T74,0.509296626787567
T138,0.508717743809756
T100,0.50646040762794
T77,0.506345278700932
T179,0.502354756536696
T58,0.482681790764193
T131,0.470739997124011
T119,0.46442622503101
T88,0.458170043594279
T133,0.449627460788618
T118,0.448263693342734
T136,0.432514320125128
T20,0.43171951847236
T173,0.428051264202324
T198,0.42714437239057
