2010-10-30_topics,2010-10-30_corr
T27,0.559077115076252
T127,0.550876167717056
T11,0.549326504115315
T81,0.50652707742366
T77,0.482173931377689
T138,0.479344891627947
T179,0.475584452146408
T52,0.47217240494882
T74,0.471063415766235
T88,0.462199987983314
T100,0.450062506408594
T58,0.447265290405053
T131,0.441611612544047
T119,0.434594882971989
T118,0.426232350543479
T133,0.418582751817088
T48,0.403015433349482
T173,0.395884838758707
T129,0.393056758906288
T198,0.390282492923107
