2010-09-30,1.27370561690734
2010-12-31,1.1795463392439
2011-03-31,1.28868911395725
2011-06-30,1.5079354153471
2011-09-30,1.7193323121757
2011-12-31,1.33272473158074
2012-03-31,1.36767228550615
2012-06-30,1.10549299028528
2012-09-30,1.14208502609309
2012-12-31,1.1439338693117
2013-03-31,1.0190091868754
2013-06-30,1.33613091904807
2013-09-30,1.37280728267417
2013-12-31,1.36203580501664
2014-03-31,1.2895352204341
2014-06-30,1.29718511191326
2014-09-30,1.23631734550228
2014-12-31,1.2630821271112
2015-03-31,1.31205852770056
2015-06-30,1.14719978239128
2015-09-30,1.31145353265003
2015-12-31,1.36410657034752
2016-03-31,1.17379166394043
2016-06-30,1.40650700757257
2016-09-30,1.36013497349223
2016-12-31,1.28028469921243
2017-03-31,1.12387349233119
2017-06-30,1.21127931189487
2017-09-30,1.33701979326149
2017-12-31,1.34928069416182
2018-03-31,1.33352140024542
2018-06-30,1.3695921365782
2018-09-30,1.53610113887861
2018-12-31,1.4200046219303
