date,year,month,T11,T27,T52,T74,T77,T81,T100,T127,T131,T138,financial_1,economic_1,economic_2,economic_3,economic_4,economic_5,economic_6,economic_7,economic_8,economic_9,economic_11,economic_12,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-11-30,1992,11,-0.000406267187513674,-0.00066971554820632,-0.00181656198939972,-0.00086624993288689,-0.000298817647856908,-0.000648489332155503,0.000195411893037697,-0.000261931509021382,-0.00111563083904163,-0.00107351184007458,3.65402059597111,2.05703455656279,-1.53652190640559,-0.180018050414787,0.972454989199534,0.752423419628911,-0.60150557297618,0.268096675325769,0.258398076592492,0.125549294583216,-1.49520251896682,1.76706860115772,NaN,0,0,0,0
1992-12-31,1992,12,-0.00076156818225161,-0.000518328597967145,-0.000781444169384666,0.000319603285675494,-0.000515688807429603,0.000490024307313319,-0.000236118329567886,-0.000398473470221029,-0.00134603850849347,-0.00106072202878792,-0.433912301743078,7.02971627896316,-1.69164736667007,10.2654154060083,2.23294763980881,15.437424378511,1.34833503372871,0,0.128949082987173,0,-0.963266014356989,6.51346821223004,-0.18730976694421,0,0,0,0
1993-01-31,1993,1,-0.00054867979900992,0.0015743706910258,-0.000772864076500644,0.000209255622128608,-0.000826935276179146,0.00048569354144433,0.000416195100363884,-0.000213165888817239,-0.000330505255311667,-0.00108909880163162,2.28831364268789,-6.71697169254362,-1.05541876786903,-5.57247218381001,-1.75024356497726,-12.244672716859,-5.0353886145615,1.46182005095543,1.40757282341841,-0.125549294583216,-1.35734517013821,-6.34531664860081,NaN,0,0,0,0
1993-02-28,1993,2,-2.45298500815282e-05,0.000432471179802955,-0.000808390700462249,-0.000326786800696819,-0.000969266534704746,0.00054594630891874,5.13185856456072e-05,-0.00029245351112353,0.00101211008160404,-0.00122460249890117,6.51601226009078,0,-1.46963232901971,-3.67709941036338,-2.93180607566113,-7.22237396820695,-0.156617103274481,0.52631700442749,0.506971935025113,0.250941160542606,-2.56970414519646,-0.46472884765123,NaN,0,0,0,0
1993-03-31,1993,3,-0.000396269894392353,0.000186573802664408,8.69023215160294e-05,-0.000417282734645322,-0.0010206171549113,0.000723121189607679,-0.000670635660582703,-0.000210961838626541,0.000397988236478953,-0.00137322790381147,-0.189466046517239,3.6033028139645,0,3.96322263846667,-2.17218231468355,4.96127602240755,-0.156862777262656,0.131147559781031,0.252525386719427,0,-0.547986085390217,3.70132159743601,-3.90660280015744,0,0,0,0
1993-04-30,1993,4,-0.00101512262235295,-0.00103866044652168,2.73357686935986e-05,-0.000936723338416362,-0.00137081775761619,-0.000487334563218813,-0.00131918723575378,-0.000146756374236711,-0.00103445433536521,-0.00147714182974433,-3.02777405998427,-0.301659353942618,-0.81081525284219,-1.67102707060209,0.337268447863881,2.3421633915536,0,0.522877008279909,0.503145715536668,-0.250941160542606,-0.740206572710367,-0.448492427383584,NaN,0,0,0,0
1993-05-31,1993,5,-0.000547062286745914,-7.77643910570761e-05,-0.000167580717987867,-0.000196486348973135,-0.000968439552283782,-0.000640522225518276,-0.000285202718356586,5.38608501142778e-05,-0.00114922056140103,-0.00143954547345931,0.0233558906110432,0.527308189815834,0,-2.05466576497386,2.16494716968532,0.000206911647282482,-1.58231149392423,0,0.12539186595939,0,-0.951412328864532,0.339527997675937,NaN,0,0,0,0
1993-06-30,1993,6,-0.000867068888046932,-0.00147147933105145,0.000281111769317743,0.000417364554292027,-0.00108180602493314,-0.00283223936138158,-0.000782773292472441,-0.000131436894757485,-0.00121259515786466,-0.00151933404675003,4.43083241989832,-1.28546193505557,-0.680737822802513,0.355240160436754,-1.49380371088661,0.73542495545027,-0.319489089651892,0.52015721960732,0.375234961855053,0,-1.3026607121323,-1.25462277506827,0.141869127218897,0,0,0,0
1993-07-31,1993,7,-0.000473638895179114,0.00162037609941163,-0.000953357304381624,-0.00044126252581216,-0.000757274268498804,-0.000537894953319128,0.000198621431279364,-0.000420890298024453,-0.00118816131123455,-0.00182920336592271,6.9346671532708,-1.61108202726989,-2.34979712673047,4.73256227033563,1.16377040802096,0.0130857609267565,-0.803217169726445,0.12961764614472,0.249376687840197,0.125549294583216,-0.492906151053152,-1.33437426142695,NaN,0,0,0,0
1993-08-31,1993,8,-9.85858628671015e-05,-0.00162091065904548,-0.00313746367316098,-0.000413382887768887,-0.0010505428761657,0.00105424409646618,-0.000409388642939404,-0.00032567723108154,-0.00140977580877816,-0.00166586813664021,5.79717610646,4.1656912700395,4.37826424388099,-0.962907468242769,-0.497101272202016,0.152700958125607,3.17486983145798,0.258732356495095,0.372902855986723,0,1.09453458586337,3.54051076747055,NaN,0,0,0,0
1993-09-30,1993,9,-0.000158815181621554,0.000272982779480192,0.00300217235982386,-0.000242543454388498,-0.000683449923894827,0.00144100550177811,-4.94838079509764e-05,-0.0001473559089638,0.00019983142472988,-0.00163177321605349,-1.12699814612229,-1.34430702564527,-0.53691404150582,-2.82847138385813,3.90929257912767,0.459665575398205,-0.469852078155419,0,0.123992576332022,-0.377121754307908,-1.54474919790326,-1.17470234095869,3.01461624729527,0,0,0,0
1993-10-31,1993,10,-0.000515100005881696,0.000325656820910552,-0.000921391005056984,1.51633654146417e-05,-0.000712938682869021,0.000272646014954981,-6.17363552515804e-05,-0.000512274901461119,-0.000689125229372677,-0.00175151462200261,7.78968882637505,1.19582889888736,0,9.22183280955728,-1.12450984155021,1.19948014127651,-0.629923342798655,0.386847677792002,0.247524878854311,0,-0.112871075604737,1.12484774914918,NaN,0,0,0,0
1993-11-30,1993,11,-7.36102614100528e-05,0.00127994273496333,-0.00138311519600299,0.000233922040357347,-0.000278499597505341,0.00164883450837173,0.00011359145447952,-0.000137434002449863,-0.000661061313146252,-0.00177916011937489,-0.585739953269115,-7.00016586387884,-0.946592598888252,-0.374432103679911,0,-1.82372941313567,-0.475060275859818,0.128617381074481,0.123533060799286,0.125865340719589,-1.15100468038163,-7.0488515906419,NaN,0,0,0,0
1993-12-31,1993,12,-0.000321557286048294,0.00229032482329223,0.00161748133170705,-0.000384923015581158,-0.000864792551146594,0.000850199632391577,4.09003884982262e-05,0.000207485188678337,-0.00103447181701779,-0.00164481129116467,9.40154531648059,2.67311513733031,1.2154099650683,-1.83888361732132,3.6483031005365,0.795413250854082,2.50796843970233,0,0,0.125707119005103,0.554438818235869,2.75168716566174,-0.8455669619714,0,0,0,0
1994-01-31,1994,1,0.000179484383586556,0.000809000049039702,-2.99361612960624e-05,-9.24429143449682e-05,-0.000107962697436772,0.00179249443467733,-0.000428050230498405,0.000261187547805123,-0.000890803423326352,-0.000229612026432771,-2.81904861287643,10.4506776617263,-0.268817366180052,9.57070839571834,-4.78560211776351,7.18996229631692,-2.34936412413882,0.640617181241154,0.369686188132601,0.125549294583216,-0.905396682092618,10.1704093222665,NaN,0,0,0,0
1994-02-28,1994,2,-0.000346207958374594,-0.00141797367410412,0.00182014235798055,-0.000680983602583641,0.000925363477279134,0.000639437089613446,-0.000705943675203786,-4.84662789300129e-05,0.00302991047777222,0.00116964745228116,-4.16090908177171,-8.07417639760342,1.33691830821343,-8.80942141284615,3.21571116345316,0.338726566615222,1.10324208035761,0.127632435960479,0.24570036930518,0.12539186595939,-0.513391419181453,-8.95450150172028,NaN,0,0,0,0
1994-03-31,1994,3,0.000169367508312559,0.000416938458380778,0.00166334640237546,0.000152540690347298,0.000420254253363224,-0.000738116140951951,-2.53158143236943e-05,5.3041991539879e-05,0.00153759532274927,0.0017042930662728,1.86716559208771,12.3155781958774,-0.399202126953746,1.93139050825275,3.26877351295733,0.702945560998103,0.625002034517141,0.254777207879808,0.245098161914026,0.125234831646548,-0.431134704308533,12.1620817640265,5.2789087335281,0,0,0,0
1994-04-30,1994,4,0.000375479136535122,-0.000163966688254292,0.0007584659002066,0.000711409425026652,0.000808069622717806,-0.000499638368744695,0.000230070026450844,0.000819224396886814,0.00192751835424865,0.00271351152474701,4.9894490384391,-4.80201994493381,1.06101791120157,0.635595360069807,-0.460476638674834,-0.173289030616175,0.930239266231325,0.254129742867271,0.244498899306667,-0.125234831646548,0.730294978051305,-4.93215844024792,NaN,0,0,0,0
1994-05-31,1994,5,0.000157196186569216,-0.000275100744840332,-0.000117138603833104,0.000288051156907697,0.000672591371770694,-0.00158507284141993,-3.61427835947743e-05,-0.000320876314798948,0.00110658334513659,0.00140098902786079,-5.24830480430527,-0.705221540532452,-0.264200946283832,-0.423281055262059,-1.39429059690128,-0.409726492456031,0,0.126823098799544,0.122025640522949,0.125234831646548,-1.3339185412363,-1.2186916525998,NaN,0,0,0,0
1994-06-30,1994,6,0.000760668723538225,0.000623087446234705,-0.000351171540990645,0.000483172651613657,0.000615049382921492,-0.00106175340549595,0.000480500134503677,9.73276666263765e-05,-0.000397556723185744,0.00136612373346606,-5.60439032906226,1.19593405694252,0.527705710084359,-2.90499179593269,2.76940775818373,0.992089857958689,0.46189458562953,0.253164692177954,0.365186041877053,0,-0.124271860653469,0.777854281307988,1.48234101318998,0,0,0,0
1994-07-31,1994,7,0.000566119905939501,0.00106000175099224,-0.000948089017693923,0.000185796421478422,0.000656526228237644,-0.000276008476949623,-4.08197661506667e-05,4.25614056303774e-05,-0.000827148085347892,0.00209233698523963,6.29676978431251,-1.55041865359644,-0.395517984292759,-1.81773112835426,-0.608829886725459,-0.437265467951065,0.459770924862912,0.252525386719427,0.242718565761102,0,-0.506448548304128,-1.76945717060892,NaN,0,0,0,0
1994-08-31,1994,8,-0.000511928003149815,0.000230295748194048,-0.00146463547402556,-7.00777814215066e-06,-0.00012900353714877,-0.000429942737959609,-0.000243216942620103,-0.000266273808331248,0.000368534684420829,0.00130585855098558,2.51890447020209,2.38607811269063,0.132013220492233,2.57901811122645,-0.92025189311622,-0.641244370621408,-0.767463475310848,0.377596420953452,0.242130868901036,0.125078190165251,-0.195472911062566,2.01009427483356,NaN,0,0,0,0
1994-09-30,1994,9,0.000713457180642467,-5.49698604406159e-05,0.00149973462161033,-0.00040442157802142,0.000134967254128664,-0.000357777057007045,0.000376295308828126,-9.91235418900424e-05,0.000349145478524772,0.000898056686201908,-9.73784013647938,-0.48661896511728,1.44075838632727,-1.30863372428944,4.3714571236305,2.16091667444474,3.33364202675916,0,0.120845936156844,-0.125078190165251,0.117329592246662,-0.757192062739342,3.17772668906038,0,0,0,0
1994-10-31,1994,10,0.000374002530013025,-9.67398419775033e-05,0.00114774277448675,0.000593413536791142,0.00041020797879732,-0.0002746404049726,0.000253290040471133,-0.00019187257684932,0.000582805247208358,0.00203714213559903,2.9176172652746,3.6268087199316,1.80417264851593,3.08049215935622,0.881062968215574,2.15961861310348,1.62605208717803,0,0,0.250000130208505,0.273234878606043,3.08802074970647,NaN,0,0,0,0
1994-11-30,1994,11,0.000608876157634545,0.000315621810070635,0.000776188951972557,0.000422889899018824,0.00190887655348642,0.00264339117411228,0.000174591975995828,-0.000234884719095626,0.00017986775190826,0.00125009589064407,-0.208798087360229,3.04457665341635,0.509555242659943,6.54029691084155,0.437637459979889,2.04530634113773,1.16619397478432,0.125549294583216,0.120700075003555,0.498133035020398,-0.688417019006327,2.76547244169798,NaN,0,0,0,0
1994-12-31,1994,12,0.000257975035762348,0.000154778489279487,0.000812203691107919,0.00106271906738078,-0.000357785718662708,0.000968768633358633,0.000372193692946171,0.000743055983840885,0.00025840411664313,0.00122974778771653,1.93661956284021,-3.11180354670464,0,-1.76016613691612,3.85486701172351,4.12701026538471,1.00938131692185,0,0.120554565534903,0.248139085138543,0.422999220724751,-3.4750170233302,4.42497527360075,0,0,0,0
1995-01-31,1995,1,-0.000343052806712671,-0.000604889417063658,-0.000278385110839477,0.00076780462292474,0.000562653808171739,-0.00109015978704103,-0.000356877938448273,0.000390103885866481,4.62106340374418e-05,-0.000129451607040169,-3.5270150646145,-12.292400184829,-1.92436983926267,1.00959969114767,-7.41079721537226,-6.6027473843846,-2.46926125903713,0.12539186595939,0.120409406480437,0.371057939653596,-0.595846529628741,-12.3173255772414,NaN,0,0,0,0
1995-02-28,1995,2,-0.000168548053971304,-0.000526247632785092,0.000180277028203718,-0.00116915368962613,0.000233533445408247,-0.000285193768139947,-0.000206349950005143,3.0802262969644e-05,0.000100252470097346,0.00201481530889139,3.54322764193755,15.8594890708251,1.41481459660273,-6.00283656596856,1.79377006866677,6.66699752759143,2.03791623366518,0.375234961855053,0.240384731139454,0.369686188132601,-0.551964814077088,15.7201884153469,NaN,0,0,0,0
1995-03-31,1995,3,1.31613950370877e-06,-0.000530377689388919,-0.000316979470500185,-0.00106659192468771,0.000129814434145734,-0.000524233591359137,-0.000126513760965813,-0.000439366407547017,0.000270917976479575,0.00194426987790983,-9.13573586504048,-5.05763138689481,-1.02696666374564,-3.47294805210971,0.148038517043414,-1.91751109613421,-0.57803629154991,0.124766079815508,0.239808268401287,0.24570036930518,-1.10515933022448,-4.9549294313092,-1.545456467964,0,0,0,0
1995-04-30,1995,4,-0.000305555987751863,-0.000479135532874861,-0.000809794875875568,-0.000557064307831968,-0.000379469210560693,-0.00148310409898605,-0.000159455457425631,0.000527816219871237,2.44549531931938e-05,0.00145331167249853,5.25264215167605,0.204568772329328,0.386349482504489,0.110375287143771,-1.4903405502575,-5.12164280133369,-0.435730536895562,0,-0.119832249210905,-0.122774723832197,0.303345007895661,-0.125825119707201,NaN,0,0,0,0
1995-05-31,1995,5,-0.00114598716027397,-0.00055709489828547,-0.00195979093334388,-0.000561902901368303,0.000351122937373479,-0.000639903186190568,-0.000568526587601151,-6.67943953257395e-05,-3.49368821926461e-05,0.000704159629428321,3.98313912527719,-1.02705456041781,0.640617181241154,-3.42249392585146,2.08031276297636,-0.76961307325405,1.01376682844547,0.249066131245179,0.35906681307285,0,0.246785939046745,-1.30279932401081,NaN,0,0,0,0
1995-06-30,1995,6,0.000461099880373728,-0.000620639711182363,-0.00151848443039205,-0.000768729799051298,-0.000327043659399018,-0.00137196014232622,-0.000193574026493507,0.000172713857436994,-0.000468997521739825,0.000490807435389913,-0.520886261059239,-1.45583160496923,-1.15608224010764,0.682596507039968,-3.59320092260633,-0.0737479858191392,0,0.124300823959711,0.119402999260743,0.122774723832197,-0.646115596768837,-1.50960632642114,3.89760618373423,0,0,0,0
1995-07-31,1995,7,-0.000520426889138616,1.97751381356455e-05,0.000302706298208826,1.97193048986531e-06,0.00117712837602898,0.000914688927604396,-8.13262199898133e-05,0.000265903797220916,0.000532771288409571,0.000410343695518947,6.19325433551525,0.418119076040124,-0.258732356495095,1.96469973837967,3.15104839681855,-1.86191095341321,-2.03791623366518,0,0.119260598512394,-0.24570036930518,-0.272457897530032,-0.0897964559893438,NaN,0,0,0,0
1995-08-31,1995,8,0.00018020062293781,0.000279545221008282,2.68239335745997e-06,-0.000669477144429952,0.000109653072848745,0.000848598365170512,-6.14978655836825e-06,0.000618968930870053,-0.000514955065223814,-0.000333428470537981,0.525944840514381,-0.697839538146194,-1.17265187403195,-1.11795462846978,-4.68717691296732,0.537119061858249,0,0.248139085138543,0.238095350574152,0.122925645472982,-0.870411684832284,-0.217627942259568,NaN,0,0,0,0
1995-09-30,1995,9,0.000149577026690946,-5.92469620433797e-05,0.000986780832246881,0.000179810980956928,2.4185487776828e-05,0.00104221659070647,7.74076537225892e-05,-0.000573330392263615,6.47442266683577e-06,0.000240123077897069,-1.48621651185294,-2.05171682340488,1.94684928939353,3.58857164507036,3.4984556345627,0.61047222956816,1.60470255975174,0.12383902511468,0.118835426937913,0.122774723832197,0.113259457135939,-2.2167847743086,1.03597828305375,0,0,0,0
1995-10-31,1995,10,0.00036397611520874,-0.000365081914752762,0.000469236313872708,-5.54101362403385e-06,-0.000169865509048599,0.00065808449323879,-0.000348834610575992,-0.000336450264109682,-0.000192192119914188,0.000771229032029799,-1.62631318865278,1.34897324265912,-2.60431385360205,-4.60552956203335,-4.43158837745115,-2.46164363594588,-2.1946747724706,0,0.237248035363002,0,-1.7454158131903,0.799253995763216,NaN,0,0,0,0
1995-11-30,1995,11,0.000536919477892359,-0.000124510322330647,0.00126792042434388,2.76647126643902e-05,0.00125887199155538,-0.00113055604944093,0.000392885119526233,-4.35949006982056e-05,0.000760800942711811,0.000574769813215324,4.03564342969691,3.60149726807091,0.657464564208521,5.68428867493305,2.16391751034815,1.42350103893989,0.295421189743106,0.12368585373963,0.118413276121654,-0.122774723832197,0.180846740616669,3.6366648337939,NaN,0,0,0,0
1995-12-31,1995,12,-0.000660245572912971,-0.000132501728617584,0.000106700350261217,9.12687704070105e-05,-0.00018042111712217,-0.00155836481368973,0.000350376166935324,2.65685959427797e-05,0.00117968772621597,0.00022741868897465,0.254227229310455,-13.7621377876047,0,-11.5304885632241,1.51747980192356,0.741327880419718,1.60939830732634,0,-0.118413276121654,0.245398896156601,-1.18139256633043,-13.845237057645,-0.540175639148543,0,0,0,0
1996-01-31,1996,1,-0.00103703602020388,9.9121323836586e-05,-0.000514762872751483,0.000712286205527017,-0.00110721446578869,0.000176336276480382,0.000165439184122981,-0.000367726263234519,-0.000536707880082125,-0.000962736879480487,8.57100688154526,-7.53698019741442,0.392413845613415,5.78939784189023,-2.59358549755335,-13.9154417983054,-1.31484728435058,0,0.118413276121654,-1.48150857851403,0.0747663586230018,-8.67299860181792,NaN,0,0,0,0
1996-02-29,1996,2,-0.000570412601264934,0.000319048806007964,0.000200385489303305,0.000365254751951951,-0.000180371232424229,0.000689665661135144,0.000138729493914515,-0.000670090073696997,-0.000774648015511136,0.000263990103871929,0.896494503237388,-9.25362529216001,-0.918039234496071,-5.12932943875501,-1.24418401233664,-9.44999538054461,-2.38106486937184,0.246913705692098,0.118273224904986,0,-0.666558041989074,-9.15713456127563,NaN,0,0,0,0
1996-03-31,1996,3,0.000302919266988001,0.00108127675840644,0.000479421171134139,0.000219903780114234,0.000580296111044289,0.00126168133365914,5.9602709613766e-05,-8.69121274747956e-05,-0.000748963168935054,-0.000397749646573817,0.167660741887854,8.74729509650534,0.263158046605572,-3.46855579878902,3.83776950988999,6.97303841912458,1.49479614358725,0.246305543239789,0.118133504583096,-0.12445552322049,-0.117105826850139,8.16887051907305,-3.93824264288547,0,0,0,0
1996-04-30,1996,4,-0.000370471650495609,0.00162568255516995,-0.00135880251520369,0.00062640295784876,0.000361711482470314,0.000679875189018685,0.000244040819918431,0.00139006667551251,-0.000397913121253769,-0.000360843437470732,0.131665943513504,14.833248159627,0,-0.933132742888443,-0.604231445596337,9.74043563413929,1.32647486584831,0.24570036930518,0.117994113984832,-0.124610608024689,-0.967166195144209,14.6110945425624,NaN,0,0,0,0
1996-05-31,1996,5,0.00210897336111067,0.000812436566861344,-0.000609097776627749,0.000624213122499928,0.000464164166063509,0.00056259119551489,0.000400146297739283,-0.000377978718630402,0.00214113474458193,-0.000325146289365511,1.24313568604917,1.59192942174915,0.915637528598623,4.64063728141557,0.151400483121567,4.49227695465666,-0.146520172732778,0.122624172324404,0.235571369245946,0.124610608024689,-0.203028578327746,1.30512801458309,NaN,0,0,0,0
1996-06-30,1996,6,-0.000807034454427224,0.000353087460226444,-0.0001714820687592,0.0003552305493632,-0.00125341462987656,0.00057585280415541,-0.000408695396674761,0.000710856094914154,0.00411318983944766,-0.00133336645166161,1.83073796401469,2.90080473797598,0.389864041565691,1.94984020735633,1.79914897930411,2.77112283789904,0.730463437888762,0.122473989589622,0.235017734495369,-0.124610608024689,-0.424304777786588,2.44707845316814,6.09458209683602,0,0,0,0
1996-07-31,1996,7,0.000137242781612433,0.000726298020507987,-0.000775353262083694,0.00075641716944227,-0.000974051681650255,-0.00049442964492974,0.000331690797272418,-0.000114582705843896,-0.000293111369299963,-0.000242296289292604,-3.11921287861043,-3.26038800928155,-1.04303422788723,-1.23640079596887,-0.446761725971623,-1.70316739033254,-1.17131646636537,0,0.117302066236302,-0.124766079815508,-0.691217497993257,-4.07232212983324,NaN,0,0,0,0
1996-08-31,1996,8,0.000397319443529887,2.19630528865233e-05,0.000134673224637578,0.00093908127687236,-0.000532280934043405,0.00078088107493698,-0.000684118818422848,2.19113213770889e-05,-0.00058976386663833,-0.000927047105310395,1.7107490686203,0.860837453659968,1.30210173029655,2.80392200643931,0.298062813813793,2.00802864931404,0.587373201209385,0.122324174274446,-0.117302066236302,0,0.359005428752113,1.16368147139436,NaN,0,0,0,0
1996-09-30,1996,9,-0.00023241413127942,0.000574664330068054,0.000712153659095303,-0.000127471033609941,-0.000664596714562958,0.00112130556832217,-0.000506794773495675,-0.00066418544115346,0.000812924014751982,0.000258940661916413,4.6636761912759,1.06572944739884,0.773199728332585,-2.86318126743277,-0.148920355146753,-1.6318770474296,2.60130274638,0.12217472503222,0,0.373832211060687,-0.33331939753074,-0.0269599718919267,2.41206761063637,0,0,0,0
1996-10-31,1996,10,-0.000447582968878322,0.000447425250430634,0.0024132907025692,-0.000159926445661168,0.0012183272006167,0.000857146012345135,-0.000133489618030911,-7.88938420799029e-05,0.00094506577681481,0.0012649901933991,0.597345153769879,-3.5975102458278,-1.29200763651038,-1.19261997951741,1.33236611984708,-1.7234185932935,-1.43680632669199,0.243902559935893,0.234466695925395,0.372439909098254,-1.18843975407845,-4.13468294279902,NaN,0,0,0,0
1996-11-30,1996,11,-0.000358608528155881,0.000462073132926042,-0.000766948155682073,0.000256884800844221,0.00215784269176313,-0.00128205447587133,0.000226013925974586,0.000160669970842142,0.00158559346918647,0.00064202569653694,6.43092818963584,-0.3669728888962,1.42029501779932,-2.3059274148749,-0.738010729762273,2.10717867353445,1.57935802581415,0,0,0.12383902511468,0.871183325060176,-0.53307465894683,NaN,0,0,0,0
1996-12-31,1996,12,-0.000535011403408018,0.000116844536922415,-0.00100401862826829,0.00100651767180698,0.000873999425411059,0.000672053389121408,0.000195980773971675,-0.000412238167044588,-0.000795729943777269,0.000575737513453132,1.09026982462304,1.74931574475172,-0.128287381288938,0.916596701408068,-0.296736122780228,-0.18346715100499,0.426439878645724,0,0.233918235317176,0.12368585373963,-1.07063706156314,1.35677824628644,1.24499878188011,0,0,0,0
1997-01-31,1997,1,-0.00108299321284414,0.000154060348082725,0.00110598917897354,0.000606810616839066,-0.00114103642693469,-0.000300682630202542,0.000300380009955522,-0.000289294099491738,-0.000538680007825436,-0.00114247881254554,5.32860109712718,-23.4223493927014,-1.16205310230182,-6.21083862842795,1.47495299260623,-14.512998966163,-2.15062052209634,0.607166406854986,0.349854584251386,0,-0.775569222410422,-21.8497217037998,NaN,0,0,0,0
1997-02-28,1997,2,-0.00138969226762797,0.000169281944194134,0.000164506026157953,0.000675648292004594,0.00103271623712525,-6.93138605421497e-05,0.000589008902359677,0.000651411172461658,0.000159632076078409,0.00136038982608861,7.09455408775046,14.3526932456202,1.41846349919561,10.0884493783745,0.146305805176095,9.21917151282265,0.722024797348642,0.12099215027126,0.232558244347469,0.123533060799286,0.166076695660777,14.1573236524465,NaN,0,0,0,0
