date,year,month,T11,T27,T52,T74,T77,T81,T100,T127,T131,T138,financial_1,economic_1,economic_2,economic_3,economic_4,economic_6,economic_7,economic_8,economic_9,economic_10,economic_11,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1995-10-31,1995,10,0.00036397611520874,-0.000365081914752762,0.000469236313872708,-5.54101362403385e-06,-0.000169865509048599,0.00065808449323879,-0.000348834610575992,-0.000336450264109682,-0.000192192119914188,0.000771229032029799,-1.62631318865278,1.34897324265912,-2.60431385360205,-4.51959763433685,-4.43158837745115,-2.1946747724706,0,0.237812240496815,0,0,-1.7454158131903,NaN,0,0,0,0
1995-11-30,1995,11,0.000536919477892359,-0.000124510322330647,0.00126792042434388,2.76647126643902e-05,0.00125887199155538,-0.00113055604944093,0.000392885119526233,-4.35949006982056e-05,0.000760800942711811,0.000574769813215324,4.03564342969691,3.60149726807091,0.657464564208521,6.67834309477513,2.16391751034815,0.295421189743106,0.12368585373963,0.118694375952799,-0.122774723832197,-0.113443007061154,0.180846740616669,NaN,0,0,0,0
1995-12-31,1995,12,-0.000660245572912971,-0.000132501728617584,0.000106700350261217,9.12687704070105e-05,-0.00018042111712217,-0.00155836481368973,0.000350376166935324,2.65685959427797e-05,0.00117968772621597,0.00022741868897465,0.254227229310455,-13.7621377876047,0,-11.71158797173,1.51747980192356,1.60939830732634,0,0,0.245398896156601,0,-1.18139256633043,-0.143772840462475,0,0,0,0
1996-01-31,1996,1,-0.00103703602020388,9.9121323836586e-05,-0.000514762872751483,0.000712286205527017,-0.00110721446578869,0.000176336276480382,0.000165439184122981,-0.000367726263234519,-0.000536707880082125,-0.000962736879480487,8.57100688154526,-7.53698019741442,0.392413845613415,4.74744874072686,-2.59358549755335,-1.31484728435058,0,0.118553659410203,-1.48150857851403,-0.113571846392713,0.0747663586230018,NaN,0,0,0,0
1996-02-29,1996,2,-0.000570412601264934,0.000319048806007964,0.000200385489303305,0.000365254751951951,-0.000180371232424229,0.000689665661135144,0.000138729493914515,-0.000670090073696997,-0.000774648015511136,0.000263990103871929,0.896494503237388,-9.25362529216001,-0.918039234496071,-4.44777815386628,-1.24418401233664,-2.38106486937184,0.246913705692098,0.354820005609735,0,-0.227531383713586,-0.666558041989074,NaN,0,0,0,0
1996-03-31,1996,3,0.000302919266988001,0.00108127675840644,0.000479421171134139,0.000219903780114234,0.000580296111044289,0.00126168133365914,5.9602709613766e-05,-8.69121274747956e-05,-0.000748963168935054,-0.000397749646573817,0.167660741887854,8.74729509650534,0.263158046605572,-3.22314309769567,3.83776950988999,1.49479614358725,0.246305543239789,0.117994113984832,-0.12445552322049,0,-0.117105826850139,-4.04676461337203,0,0,0,0
1996-04-30,1996,4,-0.000370471650495609,0.00162568255516995,-0.00135880251520369,0.00062640295784876,0.000361711482470314,0.000679875189018685,0.000244040819918431,0.00139006667551251,-0.000397913121253769,-0.000360843437470732,0.131665943513504,14.833248159627,0,-0.557795062605404,-0.604231445596337,1.32647486584831,0.24570036930518,0.11785505194446,-0.124610608024689,-0.113960126293389,-0.967166195144209,NaN,0,0,0,0
1996-05-31,1996,5,0.00210897336111067,0.000812436566861344,-0.000609097776627749,0.000624213122499928,0.000464164166063509,0.00056259119551489,0.000400146297739283,-0.000377978718630402,0.00214113474458193,-0.000325146289365511,1.24313568604917,1.59192942174915,0.915637528598623,4.19897400347686,0.151400483121567,-0.146520172732778,0.122624172324404,0,0.124610608024689,0.113960126293389,-0.203028578327746,NaN,0,0,0,0
1996-06-30,1996,6,-0.000807034454427224,0.000353087460226444,-0.0001714820687592,0.0003552305493632,-0.00125341462987656,0.00057585280415541,-0.000408695396674761,0.000710856094914154,0.00411318983944766,-0.00133336645166161,1.83073796401469,2.90080473797598,0.389864041565691,2.12272121305732,1.79914897930411,0.730463437888762,0.122473989589622,0.235294226202676,-0.124610608024689,0,-0.424304777786588,5.67317202031248,0,0,0,0
1996-07-31,1996,7,0.000137242781612433,0.000726298020507987,-0.000775353262083694,0.00075641716944227,-0.000974051681650255,-0.00049442964492974,0.000331690797272418,-0.000114582705843896,-0.000293111369299963,-0.000242296289292604,-3.11921287861043,-3.26038800928155,-1.04303422788723,-1.64709605959246,-0.446761725971623,-1.17131646636537,0,0,-0.124766079815508,-0.228050269872515,-0.691217497993257,NaN,0,0,0,0
1996-08-31,1996,8,0.000397319443529887,2.19630528865233e-05,0.000134673224637578,0.00093908127687236,-0.000532280934043405,0.00078088107493698,-0.000684118818422848,2.19113213770889e-05,-0.00058976386663833,-0.000927047105310395,1.7107490686203,0.860837453659968,1.30210173029655,2.7495151153806,0.298062813813793,0.587373201209385,0.122324174274446,0.117439825594179,0,0,0.359005428752113,NaN,0,0,0,0
1996-09-30,1996,9,-0.00023241413127942,0.000574664330068054,0.000712153659095303,-0.000127471033609941,-0.000664596714562958,0.00112130556832217,-0.000506794773495675,-0.00066418544115346,0.000812924014751982,0.000258940661916413,4.6636761912759,1.06572944739884,0.773199728332585,-3.10602173183021,-0.148920355146753,2.60130274638,0.12217472503222,0,0.373832211060687,0.114090143579126,-0.33331939753074,2.47472532375568,0,0,0,0
1996-10-31,1996,10,-0.000447582968878322,0.000447425250430634,0.0024132907025692,-0.000159926445661168,0.0012183272006167,0.000857146012345135,-0.000133489618030911,-7.88938420799029e-05,0.00094506577681481,0.0012649901933991,0.597345153769879,-3.5975102458278,-1.29200763651038,-1.13739627840097,1.33236611984708,-1.43680632669199,0.243902559935893,0.234466695925395,0.372439909098254,0.113960126293389,-1.18843975407845,NaN,0,0,0,0
1996-11-30,1996,11,-0.000358608528155881,0.000462073132926042,-0.000766948155682073,0.000256884800844221,0.00215784269176313,-0.00128205447587133,0.000226013925974586,0.000160669970842142,0.00158559346918647,0.00064202569653694,6.43092818963584,-0.3669728888962,1.42029501779932,-1.39438452002798,-0.738010729762273,1.57935802581415,0,0,0.12383902511468,0,0.871183325060176,NaN,0,0,0,0
1996-12-31,1996,12,-0.000535011403408018,0.000116844536922415,-0.00100401862826829,0.00100651767180698,0.000873999425411059,0.000672053389121408,0.000195980773971675,-0.000412238167044588,-0.000795729943777269,0.000575737513453132,1.09026982462304,1.74931574475172,-0.128287381288938,1.51472147799128,-0.296736122780228,0.426439878645724,0,0,0.12368585373963,0.113830405006077,-1.07063706156314,2.22367359596269,0,0,0,0
1997-01-31,1997,1,-0.00108299321284414,0.000154060348082725,0.00110598917897354,0.000606810616839066,-0.00114103642693469,-0.000300682630202542,0.000300380009955522,-0.000289294099491738,-0.000538680007825436,-0.00114247881254554,5.32860109712718,-23.4223493927014,-1.16205310230182,-7.87907356543318,1.47495299260623,-2.15062052209634,0.607166406854986,0.467290569939216,0,-0.113830405006077,-0.775569222410422,NaN,0,0,0,0
1997-02-28,1997,2,-0.00138969226762797,0.000169281944194134,0.000164506026157953,0.000675648292004594,0.00103271623712525,-6.93138605421497e-05,0.000589008902359677,0.000651411172461658,0.000159632076078409,0.00136038982608861,7.09455408775046,14.3526932456202,1.41846349919561,9.9618623332697,0.146305805176095,0.722024797348642,0.12099215027126,0.349040493976815,0.123533060799286,0,0.166076695660777,NaN,0,0,0,0
1997-03-31,1997,3,-0.000850691943431286,0.000443907829817477,-8.83095228789471e-05,-0.000536374344843583,0.000386232327792322,0.000166533459931706,0.000110158625043259,0.000534479895161004,-0.000208339954432394,0.00131193466014959,4.40295731148979,0.866488288572409,1.01911710061886,-8.60481404405995,3.30727482740221,2.13531244705694,-0.12099215027126,0,-0.123533060799286,0,0.531336993267573,-2.50843867680821,0,0,0,0
1997-04-30,1997,4,0.00105218295835453,0.00046789480154283,0.000105471494936936,0.000372150169668134,0.000415386465445928,0.00108691275166126,0.000238170113686608,0.00110238474846763,-0.000649206914624258,-0.000510330448159807,0.884036224185003,1.24709332541153,-0.380952841666815,-3.19557676628444,0.985229644301189,-0.848661387731831,0,-0.116211518017728,0.123533060799286,0.113830405006077,-1.426158298632,NaN,0,0,0,0
1997-05-31,1997,5,-0.000411140771153952,0.000449011477889557,-0.000225738146428838,0.000212011948701616,-0.000269976792582443,-0.000288388643816534,0.000583918986337837,0.000479236586643499,0.000513267582054645,-0.000756139184106228,3.56109890765115,-0.388048604907798,-1.15164420615592,4.91372275435316,-1.552607052892,0.425230973853008,0.362538161431658,0.232288141614045,0.246609249519292,0.340715832161376,-2.43512010154054,NaN,0,0,0,0
