"backcasts_fe","nowcasts_fe","forecasts_1step_fe","forecasts_2step_fe"
1.75658645895374,2.9605011954893,-7.26560224884106,-1.65955994527117
1.61882078987094,-6.06697882121023,-1.60951416874316,-0.34773766060893
-0.322251869699571,-1.12946879618711,-0.45193634803162,-4.84041246188581
0.55659942879337,-0.91517222499156,-4.57799856133406,0.779059655817012
3.18380900590502,-2.44189807919513,0.478011170311719,-0.71985818649532
-0.49677642928744,-0.287786725725521,-0.85755887737938,2.01801253297602
2.53999368059672,1.56887395295812,2.33524197480469,-0.68393865094394
1.32415891378738,2.24050472820147,-0.99744407123268,0.19896949447288
1.58275533145747,1.3527016088416,0.20061606027249,0.362588604131514
-0.27682883794455,0.15071690158968,0.410539001538264,3.65284020584789
0.37918649994412,2.19034909359428,3.91316560390067,1.03205719707128
0.977246758103294,3.26863661576751,1.0698122235698,-1.57170592081646
1.68689748966656,-2.6016743641235,-2.10555842702733,0.0120237178323899
-0.311981190708219,-1.99693675696941,-0.07121276108914,-0.27619629368224
-1.90275111940942,-1.48710344920943,-0.48296910813017,-2.01939110642344
-0.19523523179808,-0.34538275051669,-2.08263093390712,1.91141640054058
0.35993752397054,-1.27959778488659,1.89470275970088,1.00275016534178
-1.60332371393927,0.811773867459874,0.981935502806656,-1.51842494095688
-0.198630800974172,1.0831548704533,-1.38189540988462,0.20523152119464
0.288267443866192,-1.47427958440449,0.28600659748554,-0.50876571100853
-1.46607098975741,3.26710403162777,-0.08300356076487,-0.0230104633958801
1.15588158676752,0.50553647036185,-0.418135788158199,0.18263645226237
0.56610353976589,1.47602403169626,0.15398546903931,-1.39827514661298
-1.41235761390146,-0.244060313783575,-0.97714231651158,-0.3636345942363
-1.1119969267253,-4.1913805189141,-0.49406571735084,0.514047505898029
-1.5189108511353,-0.758201999748371,0.526713053805309,-0.42948958166189
-1.54785411162216,0.380557434119779,-0.35631478125721,-1.12749808936503
1.20833226451739,0.28779344926205,-1.0874484228727,-1.14947421356586
1.53244214700427,0.37740510974718,-1.05315244797554,-1.97991358893501
1.28232386845459,-0.71020623906356,-2.37424806514825,-1.11287946844884
0.04130165419611,-4.06304566029472,-1.33403076430706,0.13198355352914
-1.50574535277252,1.13168213545121,0.41883807642356,-0.4483595779481
0.26311106811696,0.42094919348394,-0.50825472269276,2.17638133385565
0.10071357774482,-0.75859695859756,2.22984681975809,1.31789449055792
