"backcasts_fe","nowcasts_fe","forecasts_1step_fe","forecasts_2step_fe"
1.35300799705529,5.21780316216628,-5.89717797820968,-1.46683412404459
3.70169787835947,-4.1153214223075,-0.67498043859653,-0.24476549724079
-0.62757002766781,1.35927691579521,1.26177423915394,-4.61730966670828
1.19952307542794,0.7722228079866,-2.97171247212933,1.06540404687015
2.35626339115647,-1.12164009246976,2.8539727856311,-0.28046140407117
-1.23586097966783,0.066177048030602,-0.68357039767428,2.05200514638845
1.82970606992243,1.1348949309154,2.34244941790865,-0.66070571032668
0.75137909020225,0.744927211130077,-2.09498168671704,0.00424049854358
1.49369298773165,-0.35983526293426,-0.526780333574785,0.202607575681744
-0.78116143120139,0.0930640080518201,-0.120243765694542,3.52630267821097
0.78757538115436,0.988656899014514,2.48332815565954,0.764389307615194
0.755701075092874,2.3664998939616,1.15418360216682,-1.53861228877666
1.74102153272186,-0.549130755794579,-1.36316590404759,0.0815320841617899
0.055484131908243,-0.75324723122627,0.59706303172509,-0.15957108461313
-1.28036178401689,-0.840583997209157,-0.14503638126756,-1.97324970287107
-0.25858929659158,0.22587776426537,-1.89114386873805,1.93897328458736
0.5010242951405,-1.30687793121549,1.86159816133391,0.973127036602096
-1.5102271380256,1.44664990024294,0.993472607503916,-1.52750145708825
1.06097971900116,2.29666384437843,-1.07561255161818,0.23366939359838
1.6728706939795,-0.66618512942628,-0.138884556771378,-0.60013931427942
-0.33025622848214,3.23367825865636,0.21663245001975,0.0535467220694199
2.63678796719344,1.06894243187872,0.32827337232286,0.27257002544396
1.13419775036883,0.52335165692477,-0.599447208591044,-1.49750240863068
-0.580942703392562,0.11660185015652,-0.27868869474674,-0.20995192581733
-0.03528800326535,-1.39748320250132,0.23665186624601,0.603250653752699
-0.87092204864948,0.46515473721497,0.732822110575669,-0.42258590332014
-0.24391459966888,-0.262119676911498,-1.80369031989284,-1.31883830336602
0.875354843217939,-0.09159775905269,-1.86293574251872,-1.26340926700145
0.62073455528943,-0.7304127381801,-0.781095075873,-1.93659530666083
-0.46338926189717,-0.61468842250306,-1.83240579554418,-1.07742272854164
-0.51762633518279,-2.47238508074555,-1.04270283552483,0.14309691903139
-2.21690764217913,0.79463123231777,0.75479195093273,-0.4156155572825
0.35359948810673,1.61660418669449,0.83092852832721,2.35701534350096
0.86556873372211,0.42329555165934,2.57146519835135,1.36116398202021
