2016-02-28_topics,2016-02-28_corr
T27,0.623155530241545
T81,0.564219656949851
T11,0.563510717464475
T127,0.558170154046443
T52,0.510721718955312
T138,0.5093796560773
T74,0.508661023546328
T100,0.486318385176994
T131,0.472790167720725
T88,0.463354347938946
T179,0.462550583071099
T58,0.462385461721282
T77,0.45979421124597
T119,0.443608318025337
T136,0.440849102256375
T20,0.436677000885794
T63,0.429862521265893
T184,0.428787939223052
T168,0.426411503083401
T118,0.423374605942442
