2014-02-28_topics,2014-02-28_corr
T27,0.59468025725119
T11,0.564872958911902
T127,0.56184293419645
T81,0.524163387407544
T138,0.507151266916604
T52,0.500378315323933
T74,0.499853962700465
T131,0.477238963114674
T100,0.477035137219707
T77,0.461840806044654
T58,0.449803524264605
T119,0.443068707956541
T179,0.43971792710408
T88,0.43708393226539
T136,0.429684934017817
T198,0.422146350116814
T184,0.41851044700954
T20,0.416753009263777
T118,0.415686109219729
T133,0.413445265766732
