date,year,month,financial_1,financial_2,financial_3,economic_1,economic_2,economic_3,economic_4,economic_5,economic_6,economic_7,economic_8,economic_9,economic_10,economic_11,economic_12,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-01-31,1992,1,6.64917079982965,-0.371652173913043,-0.296142292490118,3.82627057352884,1.20193754657842,5.47907729065766,-0.981087056425967,4.76014793310817,1.15441397468654,0.276243269590992,0.667113881702264,-0.461361833351237,0.223214378394054,1.03181798477463,3.49990587407625,NaN,0,0,0,0
1992-02-29,1992,2,3.5581770340543,-0.0625978260869573,-0.0013804347826083,6.04366695557559,1.65880580838991,5.95664785764782,0.281294137661448,8.51471784821136,0.857148105014094,0.275482267884453,0.265604405811626,0.461361833351237,0.222717241282488,-0.0882056508801021,5.52051352028116,NaN,0,0,0,0
1992-03-31,1992,3,-1.63981349686884,-0.0200681818181803,0.0537045454545453,-3.20883145515003,-2.86074335496833,-2.7837154287143,-0.84626739187339,0.783607356616756,-1.43268926207618,0.411805660891762,0.397088542949309,0.229885158711074,0.443951894536454,-0.918163803409833,-2.79016918410129,6.34489627131991,0,0,0,0
1992-04-30,1992,4,0.565221857606968,0.0164090909090895,-0.000181818181817839,-1.64387263431598,-0.12099215027126,-2.43173076507066,-3.01963992310164,-2.20093793016041,0.288184637488875,0.54644944720792,0.395517984292759,0.343839880303243,0.221239028294118,-1.00374847781879,-2.60196505357229,NaN,0,0,0,0
1992-05-31,1992,5,4.42970296902772,0.0712424242424241,0.0172987012987011,1.02081765925233,-0.729043326267931,-1.55041865359653,-2.2141125877214,0.827303363778498,-0.577202179712177,0.272109011436061,0.131492458130911,0,0.22075064152105,-0.579973271533696,0.533734252099016,NaN,0,0,0,0
1992-06-30,1992,6,-2.88734238118158,0.0226666666666677,0.0109740259740256,-1.02081765925233,-1.47422817372034,2.71286673882534,-2.26424767497591,-1.05077926919499,-1.01819061451192,0.271370587159581,0.654881187890499,0.342661671664768,0.220264406234172,-1.54355208911783,-1.3979688014345,-3.15986773358254,0,0,0,0
1992-07-31,1992,7,-8.71444940741943,0.0500869565217386,0.0568893280632414,-2.80130362276738,-2.00006667066699,-5.37293491854323,-2.31670592815352,-1.31451077630658,-2.06802052375394,0.135409634772987,0.130463162666494,-0.228310601456805,0,-1.48111673435825,-3.13002096504249,NaN,0,0,0,0
1992-08-31,1992,8,-5.00477360739229,0.00900828157349842,-0.0591014492753628,3.43073134990615,0.503779402995708,0.0641642627082994,1.08781181471835,4.52995177267894,0.298062813813793,0.135226525001375,0,0,0.109950533341685,0.64407114849292,2.99336738201958,NaN,0,0,0,0
1992-09-30,1992,9,-3.99245081358881,-0.419458874458874,-0.33669696969697,-0.235571369245946,-1.01010959865038,2.34559089519779,0.61633477076688,-1.33965768457429,1.03627870355467,0.135043909787136,0.260416813838837,-0.114351070207963,0,-1.44664367472336,-0.485159130425572,-1.58934415012268,0,0,0,0
1992-10-31,1992,10,1.32377677623028,-0.677,-0.265545454545454,-1.66472334331562,-0.126984144047615,1.24534610712868,-5.85147140614275,-0.108348621439802,-1.7831081643072,0.538359308347225,0.518807908177799,-0.229095174655569,-0.220022090960192,-0.457666702741211,-2.17752474697281,NaN,0,0,0,0
1992-11-30,1992,11,3.65402059597111,-0.184207792207792,-0.0538051948051947,2.05703455656279,-1.53652190640559,-0.247831601446791,0.972454989199534,0.776328485536837,-0.60150557297618,0.268096675325769,0.258398076592492,0.114613193062318,0.110071557618507,-1.49520251896682,1.7861066017252,NaN,0,0,0,0
1992-12-31,1992,12,-0.433912301743078,-0.0251677018633538,-0.0239378881987582,7.02971627896316,-1.69164736667007,11.8058707608509,2.23294763980881,15.4094231056746,1.34833503372871,0,0.128949082987173,0,0,-0.963266014356989,6.55243663314486,-0.0468411500037291,0,0,0,0
1993-01-31,1993,1,2.28831364268789,-0.265022774327123,-0.205728778467908,-6.71697169254362,-1.05541876786903,-7.08058227579631,-1.75024356497726,-12.1495011584539,-5.0353886145615,1.46182005095543,1.40757282341841,-0.114613193062318,0,-1.35734517013821,-6.35473395965196,NaN,0,0,0,0
1993-02-28,1993,2,6.51601226009078,-0.269988095238095,-0.157269047619048,0,-1.46963232901971,-4.04522404025283,-2.93180607566113,-7.16315851996221,-0.156617103274481,0.52631700442749,0.506971935025113,0.229095174655569,0,-2.56970414519646,-0.510205188389534,NaN,0,0,0,0
1993-03-31,1993,3,-0.189466046517239,-0.355945652173913,-0.331436956521739,3.6033028139645,0,4.69400248812706,-2.17218231468355,4.59952586707608,-0.156862777262656,0.131147559781031,0.252525386719427,0,-0.110071557618507,-0.547986085390217,3.71919598474104,-3.7651766414367,0,0,0,0
1993-04-30,1993,4,-3.02777405998427,-0.00144071146245039,0.0426324110671938,-0.301659353942618,-0.81081525284219,-2.31946169804678,0.337268447863881,2.62013093315367,0,0.522877008279909,0.503145715536668,-0.114481981593251,0.110071557618507,-0.740206572710367,-0.473009313500405,NaN,0,0,0,0
1993-05-31,1993,5,0.0233558906110432,0.0928030303030303,0.17421645021645,0.527308189815834,0,-2.06694288529077,2.16494716968532,-0.0973595850922493,-1.58231149392423,0,0.12539186595939,-0.114613193062318,-0.220264406234172,-0.951412328864532,0.369642190404207,NaN,0,0,0,0
1993-06-30,1993,6,4.43083241989832,0.0548787878787884,-0.0441709956709957,-1.28546193505557,-0.680737822802513,0.42905367688677,-1.49380371088661,0.785396270720895,-0.319489089651892,0.52015721960732,0.375234961855053,0,0,-1.3026607121323,-1.25234999055621,0.141835590399353,0,0,0,0
1993-07-31,1993,7,6.9346671532708,-0.257681818181818,-0.199272727272728,-1.61108202726989,-2.34979712673047,4.48505661653522,1.16377040802096,0.024767008499893,-0.803217169726445,0.12961764614472,0.249376687840197,0.114613193062318,0.220264406234172,-0.492906151053152,-1.35211320826514,NaN,0,0,0,0
1993-08-31,1993,8,5.79717610646,-0.255681818181818,-0.237045454545454,4.1656912700395,4.37826424388099,-0.763138426247956,-0.497101272202016,0.182181277422089,3.17486983145798,0.258732356495095,0.372902855986723,0,0,1.09453458586337,3.47900393671132,NaN,0,0,0,0
1993-09-30,1993,9,-1.12699814612229,-0.150681818181819,-0.212090909090909,-1.34430702564527,-0.53691404150582,-1.96376438530725,3.90929257912767,0.398834074545462,-0.469852078155419,0,0.123992576332022,-0.344234419097322,-0.220264406234172,-1.54474919790326,-1.10820858826699,2.77926101917707,0,0,0,0
1993-10-31,1993,10,7.78968882637505,-0.200261904761904,-0.180848484848485,1.19582889888736,0,8.85126533562701,-1.12450984155021,1.2250352454231,-0.629923342798655,0.386847677792002,0.247524878854311,0,-0.110314407215739,-0.112871075604737,1.10820858826699,NaN,0,0,0,0
1993-11-30,1993,11,-0.585739953269115,-0.222647186147187,-0.063560606060606,-7.00016586387884,-0.946592598888252,-0.66225407604934,0,-1.84984443024909,-0.475060275859818,0.128617381074481,0.123533060799286,0.11487652038733,0.110314407215739,-1.15100468038163,-7.02915430687252,NaN,0,0,0,0
1993-12-31,1993,12,9.40154531648059,-0.165634387351779,-0.16851185770751,2.67311513733031,1.2154099650683,-0.610943305455169,3.6483031005365,0.775597207580958,2.50796843970233,0,0,0.114744705647674,0.110192848615664,0.554438818235869,2.78770845828902,-0.70476320575068,0,0,0,0
1994-01-31,1994,1,-2.81904861287643,-0.0426231884057966,-0.0619751552795034,10.4506776617263,-0.268817366180052,8.43616299542997,-4.78560211776351,7.2234392615222,-2.34936412413882,0.640617181241154,0.369686188132601,0.114613193062318,-0.110192848615664,-0.905396682092618,10.1619253957788,NaN,0,0,0,0
1994-02-28,1994,2,-4.16090908177171,0.284316666666666,0.241464285714286,-8.07417639760342,1.33691830821343,-8.99482366629396,3.21571116345316,0.777085665643895,1.10324208035761,0.127632435960479,0.24570036930518,0.228833051801214,0.110192848615664,-0.513391419181453,-8.99721247539169,NaN,0,0,0,0
1994-03-31,1994,3,1.86716559208771,0.359784782608696,0.393380434782609,12.3155781958774,-0.399202126953746,2.43509541771267,3.26877351295733,0.0301831539172071,0.625002034517141,0.254777207879808,0.245098161914026,0.114220457877678,0.110071557618507,-0.431134704308533,12.1797533778574,5.37171615853822,0,0,0,0
1994-04-30,1994,4,4.9894490384391,0.00437474120082815,0.160107660455487,-4.80201994493381,1.06101791120157,0.0546597444601282,-0.460476638674834,0.158426296450997,0.930239266231325,0.254129742867271,0.244498899306667,-0.114220457877678,0,0.730294978051305,-4.95506353945352,NaN,0,0,0,0
1994-05-31,1994,5,-5.24830480430527,0.116417748917748,0.21871645021645,-0.705221540532452,-0.264200946283832,-0.27359798188753,-1.39429059690128,-0.573353510768371,0,0.126823098799544,0.122025640522949,0.114220457877678,0.109950533341685,-1.3339185412363,-1.19198253228259,NaN,0,0,0,0
1994-06-30,1994,6,-5.60439032906226,0.529727272727273,0.374181818181818,1.19593405694252,0.527705710084359,-2.72163424644765,2.76940775818373,1.03643922204171,0.46189458562953,0.253164692177954,0.365186041877053,0,0,-0.124271860653469,0.781774722504203,1.43576834521006,0,0,0,0
1994-07-31,1994,7,6.29676978431251,-0.0757640692640695,-0.156612554112554,-1.55041865359644,-0.395517984292759,-2.33562311711557,-0.608829886725459,-0.385687765184173,0.459770924862912,0.252525386719427,0.242718565761102,0,0.109829774906256,-0.506448548304128,-1.78753518269641,NaN,0,0,0,0
1994-08-31,1994,8,2.51890447020209,0.317287784679089,0.217824016563147,2.38607811269063,0.132013220492233,2.78506207589952,-0.92025189311622,-0.678063937551698,-0.767463475310848,0.377596420953452,0.242130868901036,0.114090143579126,0.109709281437365,-0.195472911062566,1.94822277332065,NaN,0,0,0,0
1994-09-30,1994,9,-9.73784013647938,0.415658102766798,0.447243083003952,-0.48661896511728,1.44075838632727,-0.562115027043042,4.3714571236305,2.1393696120704,3.33364202675916,0,0.120845936156844,-0.114090143579126,0.109589052063708,0.117329592246662,-0.691923995154298,2.9938535754507,0,0,0,0
1994-10-31,1994,10,2.9176172652746,0.0810541125541127,0.0108852813852813,3.6268087199316,1.80417264851593,2.6697914950379,0.881062968215574,2.21866734374103,1.62605208717803,0,0,0.228050269872515,0.218818468055293,0.273234878606043,3.07370994502438,NaN,0,0,0,0
1994-11-30,1994,11,-0.208798087360229,-0.0488268398268401,-0.0746125541125542,3.04457665341635,0.509555242659943,6.42983715575367,0.437637459979889,1.98701952772602,1.16619397478432,0.125549294583216,0.120700075003555,0.454546237167452,0.43620570801659,-0.688417019006327,2.78294671214692,NaN,0,0,0,0
