date,year,month,financial_1,financial_2,financial_3,economic_1,economic_2,economic_3,economic_4,economic_6,economic_7,economic_8,economic_9,economic_10,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-01-31,1992,1,6.64917079982965,-0.371652173913043,-0.296142292490118,3.82627057352884,1.20193754657842,5.22182015641075,-0.981087056425967,1.15441397468654,0.276243269590992,0.400802139753864,-0.505690078897381,0.118553659410203,NaN,0,0,0,0
1992-02-29,1992,2,3.5581770340543,-0.0625978260869573,-0.0013804347826083,6.04366695557559,1.65880580838991,7.41079721537217,0.281294137661448,0.857148105014094,0.275482267884453,0.399202126953746,0.505690078897381,0.236686501026639,NaN,0,0,0,0
1992-03-31,1992,3,-1.63981349686884,-0.0200681818181803,0.0537045454545453,-3.20883145515003,-2.86074335496833,-3.02620866083894,-0.84626739187339,-1.43268926207618,0.411805660891762,0.397614837963989,0.251889301948349,0.471698987813873,6.42004450405587,0,0,0,0
1992-04-30,1992,4,0.565221857606968,0.0164090909090895,-0.000181818181817839,-1.64387263431598,-0.12099215027126,-2.10904126576601,-3.01963992310164,0.288184637488875,0.54644944720792,0.396040121609698,0.376648279547709,0.235017734495369,NaN,0,0,0,0
1992-05-31,1992,5,4.42970296902772,0.0712424242424241,0.0172987012987011,1.02081765925233,-0.729043326267931,-1.91278993812372,-2.2141125877214,-0.577202179712177,0.272109011436061,0.263158046605572,-0.12539186595939,0.234466695925395,NaN,0,0,0,0
1992-06-30,1992,6,-2.88734238118158,0.0226666666666677,0.0109740259740256,-1.02081765925233,-1.47422817372034,2.67952917067564,-2.26424767497591,-1.01819061451192,0.271370587159581,0.393443130483462,0.375704887771189,0.233918235317176,-2.72463744660101,0,0,0,0
1992-07-31,1992,7,-8.71444940741943,0.0500869565217386,0.0568893280632414,-2.80130362276738,-2.00006667066699,-4.75277416187287,-2.31670592815352,-2.06802052375394,0.135409634772987,0.130804466001511,-0.250313021811799,0,NaN,0,0,0,0
1992-08-31,1992,8,-5.00477360739229,0.00900828157349842,-0.0591014492753628,3.43073134990615,0.503779402995708,-0.494133185783419,1.08781181471835,0.298062813813793,0.135226525001375,0.130633591405527,0,0.116754245603801,NaN,0,0,0,0
1992-09-30,1992,9,-3.99245081358881,-0.419458874458874,-0.33669696969697,-0.235571369245946,-1.01010959865038,1.41410287562582,0.61633477076688,1.03627870355467,0.135043909787136,0.130463162666494,-0.12539186595939,0,-1.09507285916663,0,0,0,0
1992-10-31,1992,10,1.32377677623028,-0.677,-0.265545454545454,-1.66472334331562,-0.126984144047615,1.51472147799128,-5.85147140614275,-1.7831081643072,0.538359308347225,0.52015721960732,-0.125549294583216,-0.23364496610192,NaN,0,0,0,0
1992-11-30,1992,11,3.65402059597111,-0.184207792207792,-0.0538051948051947,2.05703455656279,-1.53652190640559,-0.0601503777533985,0.972454989199534,-0.60150557297618,0.268096675325769,0.388350002639815,0.125549294583216,0.11689072049812,NaN,0,0,0,0
1992-12-31,1992,12,-0.433912301743078,-0.0251677018633538,-0.0239378881987582,7.02971627896316,-1.69164736667007,10.0112109799732,2.23294763980881,1.34833503372871,0,0.258064659349166,0,0,-0.898203970233169,0,0,0,0
1993-01-31,1993,1,2.28831364268789,-0.265022774327123,-0.205728778467908,-6.71697169254362,-1.05541876786903,-6.05905995318352,-1.75024356497726,-5.0353886145615,1.46182005095543,1.28042722459876,-0.125549294583216,0,NaN,0,0,0,0
1993-02-28,1993,2,6.51601226009078,-0.269988095238095,-0.157269047619048,0,-1.46963232901971,-2.57776428968288,-2.93180607566113,-0.156617103274481,0.52631700442749,0.507615303186082,0.250941160542606,0,NaN,0,0,0,0
1993-03-31,1993,3,-0.189466046517239,-0.355945652173913,-0.331436956521739,3.6033028139645,0,4.41162657097438,-2.17218231468355,-0.156862777262656,0.131147559781031,0.252844635335858,0,-0.11689072049812,-3.56271564316977,0,0,0,0
1993-04-30,1993,4,-3.02777405998427,-0.00144071146245039,0.0426324110671938,-0.301659353942618,-0.81081525284219,-1.89171591322044,0.337268447863881,0,0.522877008279909,0.378072283990605,-0.250941160542606,0.11689072049812,NaN,0,0,0,0
1993-05-31,1993,5,0.0233558906110432,0.0928030303030303,0.17421645021645,0.527308189815834,0,-2.51991065775394,2.16494716968532,-1.58231149392423,0,0.251256413588319,0,-0.233918235317176,NaN,0,0,0,0
1993-06-30,1993,6,4.43083241989832,0.0548787878787884,-0.0441709956709957,-1.28546193505557,-0.680737822802513,0.237107402133852,-1.49380371088661,-0.319489089651892,0.52015721960732,0.500626827814443,0,0,0.251936772200878,0,0,0,0
1993-07-31,1993,7,6.9346671532708,-0.257681818181818,-0.199272727272728,-1.61108202726989,-2.34979712673047,5.19147708580352,1.16377040802096,-0.803217169726445,0.12961764614472,0.124766079815508,0.125549294583216,0.233918235317176,NaN,0,0,0,0
1993-08-31,1993,8,5.79717610646,-0.255681818181818,-0.237045454545454,4.1656912700395,4.37826424388099,-1.47228027446014,-0.497101272202016,3.17486983145798,0.258732356495095,0.497513464011412,0,0,NaN,0,0,0,0
1993-09-30,1993,9,-1.12699814612229,-0.150681818181819,-0.212090909090909,-1.34430702564527,-0.53691404150582,-2.89372042585461,3.90929257912767,-0.469852078155419,0,-0.124146508806522,-0.377121754307908,-0.233918235317176,2.8109037746713,0,0,0,0
1993-10-31,1993,10,7.78968882637505,-0.200261904761904,-0.180848484848485,1.19582889888736,0,9.1405700744601,-1.12450984155021,-0.629923342798655,0.386847677792002,0.495663963992854,0,-0.117164629689093,NaN,0,0,0,0
1993-11-30,1993,11,-0.585739953269115,-0.222647186147187,-0.063560606060606,-7.00016586387884,-0.946592598888252,-0.107238616175298,0,-0.475060275859818,0.128617381074481,0.123533060799286,0.125865340719589,0.117164629689093,NaN,0,0,0,0
1993-12-31,1993,12,9.40154531648059,-0.165634387351779,-0.16851185770751,2.67311513733031,1.2154099650683,-2.82935086426113,3.6483031005365,2.50796843970233,0,-0.123533060799286,0.125707119005103,0.117027514819057,-0.350284628627762,0,0,0,0
