date,d_gdp
1992-03-31,6.61994827058585
1992-06-30,-2.77400492583695
1992-09-30,-1.09507285916663
1992-12-31,-1.04810091783705
1993-03-31,-3.26163759140421
1993-06-30,0.050381006427358
1993-09-30,2.91129406623298
1993-12-31,-0.550516195750106
1994-03-31,5.27370823132536
1994-06-30,1.13517258000115
1994-09-30,3.14189146043518
1994-12-31,4.86032711300481
1995-03-31,-1.35494927526523
1995-06-30,3.28266384964486
1995-09-30,1.29597521419313
1995-12-31,-0.191731579464971
1996-03-31,-3.75725305877985
1996-06-30,5.38404955947378
1996-09-30,2.57021350754663
1996-12-31,2.08210573039018
1997-03-31,-2.22446292982852
1997-06-30,5.46791451035844
1997-09-30,1.58860155073981
1997-12-31,2.6954906231488
1998-03-31,3.41291128474026
1998-06-30,-1.38010487686095
1998-09-30,1.10446457653133
1998-12-31,-0.22984543527329
1999-03-31,3.47947713061032
1999-06-30,0.592154068173656
1999-09-30,4.25584093901854
1999-12-31,4.83443664544758
2000-03-31,3.94048236243627
2000-06-30,3.98929275150159
2000-09-30,-0.654843256759818
2000-12-31,0.349383142640747
2001-03-31,6.58094722819023
2001-06-30,0.300477558798917
2001-09-30,-1.20326691510506
2001-12-31,0.68802425047565
2002-03-31,-1.42034904713633
2002-06-30,0.990472595230329
2002-09-30,1.93081629932621
2002-12-31,-0.856990151058667
2003-03-31,-4.96364610506568
2003-06-30,0.130271943831772
2003-09-30,1.99220853564626
2003-12-31,1.42310537690093
2004-03-31,-0.0430500995950212
2004-06-30,1.3753102621525
2004-09-30,-0.687064044393182
2004-12-31,0.257787334378889
2005-03-31,-0.64478010845086
2005-06-30,2.65838688844298
2005-09-30,3.19235533240487
2005-12-31,1.39660513248963
2006-03-31,3.86801416462923
2006-06-30,6.35098694275342
2006-09-30,3.89327390946477
2006-12-31,5.22671402214812
2007-03-31,1.76724858208921
2007-06-30,2.83533359075854
2007-09-30,3.32872933499715
2007-12-31,1.30017351606497
2008-03-31,3.36860588613739
2008-06-30,-1.05453363816146
2008-09-30,-1.48888407772283
2008-12-31,-7.92890182966843
2009-03-31,-18.2268541931006
2009-06-30,0.293239789014166
2009-09-30,2.33821125097435
2009-12-31,3.6056815667731
2010-03-31,3.12341050703644
2010-06-30,8.02458523134426
2010-09-30,3.15733267411034
2010-12-31,3.13260584972213
2011-03-31,7.3963854675803
2011-06-30,0.697336738357635
2011-09-30,1.62240685965997
2011-12-31,-0.115668225780752
2012-03-31,1.53949963922706
2012-06-30,0.230414752915209
2012-09-30,0.652121937774197
2012-12-31,-1.95956397856243
2013-03-31,-1.07993508853355
2013-06-30,3.61401920224971
2013-09-30,1.48990191833569
2013-12-31,1.29437630793632
2014-03-31,2.84051754682864
2014-06-30,-0.226500572303578
2014-09-30,0.754503666130546
2014-12-31,2.44235411932365
2015-03-31,1.38363153901828
2015-06-30,1.75071285667521
2015-09-30,1.26171363541197
2015-12-31,NaN
2016-03-31,NaN
2016-06-30,NaN
2016-09-30,NaN
