date,d_gdp
1992-03-31,7.22398423029951
1992-06-30,-3.34270161209496
1992-09-30,0
1992-12-31,0.0919540233933702
1993-03-31,-4.85639312144954
1993-06-30,0.883156479851621
1993-09-30,2.96057787288611
1993-12-31,0.874719805335644
1994-03-31,4.61798579519055
1994-06-30,1.63321084329446
1994-09-30,3.24655147122925
1994-12-31,3.17586236400302
1995-03-31,0.133637731628866
1995-06-30,4.07669419947183
1995-09-30,0.616740210287148
1995-12-31,-0.308251240003088
1996-03-31,-3.09564839718242
1996-06-30,6.21123652519806
1996-09-30,1.96217758707746
1996-12-31,1.86601911506941
1997-03-31,-1.90951865292952
1997-06-30,5.14351460156028
1997-09-30,1.37191988721952
1997-12-31,3.02724889987687
1998-03-31,3.88886081175244
1998-06-30,-1.81291482930064
1998-09-30,1.30781111070384
1998-12-31,-0.758853515964475
1999-03-31,4.3230051960105
1999-06-30,-0.167014616205208
1999-09-30,5.10406842349163
1999-12-31,4.22459707468796
2000-03-31,4.66465763919608
2000-06-30,4.45139688399507
2000-09-30,-0.199451512484572
2000-12-31,0.319074700337296
2001-03-31,4.04604798419506
2001-06-30,0.315612995958148
2001-09-30,-0.71047976050238
2001-12-31,0.986436998077167
2002-03-31,-1.61903572635005
2002-06-30,0.869565559847629
2002-09-30,1.45820152624516
2002-12-31,-0.748142168188792
2003-03-31,-2.21322568398321
2003-06-30,-0.594913599326574
2003-09-30,1.94011763669657
2003-12-31,1.45877644310772
2004-03-31,1.10041334875604
2004-06-30,0.313848584167076
2004-09-30,-0.58866824458228
2004-12-31,-0.0392753694654857
2005-03-31,0.549504551143443
2005-06-30,2.30751067692374
2005-09-30,2.75930168762706
2005-12-31,0.851146466814612
2006-03-31,3.38658940393763
2006-06-30,5.85840238937223
2006-09-30,3.64647043886244
2006-12-31,3.98420794557985
2007-03-31,1.29467907913678
2007-06-30,1.29050211029238
2007-09-30,3.18989728491132
2007-12-31,0.54742036736144
2008-03-31,6.29592373544448
2008-06-30,-2.26813082403545
2008-09-30,-1.26565218825085
2008-12-31,-9.90058792382662
2009-03-31,-14.3243611793462
2009-06-30,1.76617679919886
2009-09-30,2.90105289196703
2009-12-31,0.0380318517045453
2010-03-31,NaN
2010-06-30,NaN
2010-09-30,NaN
2010-12-31,NaN
