date,d_gdp
1992-03-31,6.43820756907054
1992-06-30,-3.29946686366824
1992-09-30,-1.49602792434074
1992-12-31,-0.0936877858833896
1993-03-31,-3.57649441515768
1993-06-30,-0.0945514718974749
1993-09-30,2.82686688923697
1993-12-31,-0.751879920631282
1994-03-31,5.55856437221642
1994-06-30,1.25050758944028
1994-09-30,3.08632843426047
1994-12-31,4.47186952815777
1995-03-31,-1.31810811849853
1995-06-30,3.71589848019092
1995-09-30,0.946106202189156
1995-12-31,-0.450247683739136
1996-03-31,-3.71127351186082
1996-06-30,5.82304477461619
1996-09-30,2.50168338338703
1996-12-31,1.20060120150285
1997-03-31,-2.22618562154473
1997-06-30,5.76251100847678
1997-09-30,1.44967486115029
1997-12-31,2.6223870150087
1998-03-31,2.99464318486038
1998-06-30,-1.60303491018254
1998-09-30,1.43004323271043
1998-12-31,-0.302915576763496
1999-03-31,3.14775515437127
1999-06-30,0.429276710014292
1999-09-30,4.56465253232388
1999-12-31,4.34534674642997
2000-03-31,4.38166188267992
2000-06-30,4.25206542827112
2000-09-30,-0.369742747016844
2000-12-31,-0.24668517587294
2001-03-31,5.9193813816627
2001-06-30,0.44550199512301
2001-09-30,-1.2567790200066
2001-12-31,0.811277024883594
2002-03-31,-1.46148543789124
2002-06-30,1.25882038820961
2002-09-30,1.41650373153226
2002-12-31,-0.768336686727622
2003-03-31,-3.12898431009963
2003-06-30,-0.244847997851139
2003-09-30,1.87334897496285
2003-12-31,1.54095892118313
2004-03-31,0.1214021962884
2004-06-30,1.25233652768841
2004-09-30,-0.605479705902923
2004-12-31,0
2005-03-31,-0.485044521844102
2005-06-30,2.62031675261554
2005-09-30,3.12188897092653
2005-12-31,1.03523848348992
2006-03-31,4.62570017822621
2006-06-30,6.00811061351223
2006-09-30,3.81524160301154
2006-12-31,4.84161260080072
2007-03-31,2.60611846776122
2007-06-30,2.32733389291155
2007-09-30,3.46580637523672
2007-12-31,1.00060273607099
2008-03-31,4.27063421615088
2008-06-30,-1.54100355701239
2008-09-30,-1.58386872998122
2008-12-31,-8.76859888010451
2009-03-31,-16.3633807108081
2009-06-30,1.25564160397325
2009-09-30,3.23856814713963
2009-12-31,2.9040348261983
2010-03-31,2.0395445601487
2010-06-30,7.71703668951496
2010-09-30,3.1502131696115
2010-12-31,1.90059518146626
2011-03-31,5.35483231298386
2011-06-30,1.09900243143031
2011-09-30,2.29812314239588
2011-12-31,-0.728133449447199
2012-03-31,2.03544282919594
2012-06-30,NaN
2012-09-30,NaN
2012-12-31,NaN
2013-03-31,NaN
