2010-09-30_topics,2010-09-30_corr
T27,0.559942721267058
T127,0.552573053099727
T11,0.55005947684117
T81,0.507116496652911
T77,0.484045602272671
T138,0.480007575270732
T179,0.477056153935187
T52,0.473277100948175
T74,0.472661399868281
T88,0.463580577808087
T100,0.450591311110917
T58,0.447713910851156
T131,0.444599590753737
T119,0.436886043947178
T118,0.427318670713784
T133,0.419289011282572
T48,0.40608173387745
T173,0.396842037814586
T129,0.393744118714995
T198,0.390735640585807
