2010-12-30_topics,2010-12-30_corr
T27,0.549529183477453
T11,0.548527086088696
T127,0.545816784018526
T81,0.507187949947296
T77,0.481269182555597
T138,0.480312977038283
T179,0.471880911562335
T52,0.471834598692622
T74,0.466450107950844
T88,0.45918122029914
T100,0.456530254256569
T58,0.450085482478251
T131,0.433805833950871
T119,0.420723055675199
T118,0.418484473894867
T133,0.41643240571451
T173,0.393491952425557
T136,0.390215763080678
T198,0.387854553901018
T48,0.385952323923996
