2017-09-30_topics,2017-09-30_corr
T27,0.620110181339278
T81,0.556959468508657
T11,0.544258789570394
T127,0.542648297435798
T138,0.505291324191903
T74,0.495822314198235
T52,0.483206866800783
T100,0.476484542197659
T58,0.461252841550115
T179,0.457717876880968
T131,0.453557811181166
T88,0.453333680632126
T77,0.449986058824096
T119,0.431210303423932
T136,0.430094293230688
T20,0.428537239474204
T184,0.428486646841672
T63,0.423132865072768
T168,0.417868815192432
T129,0.416835660156592
